"key","config_id","sigma_ps","se_psi_obs","K","ex_violation","psi","mu_b","bf_true","true_zone","method","bias","rmse","sd","coverage","ci_width"
"cfg2_psi-0.14_mu-0.4_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.14,-0.4,0.740740740740741,"bias-dominated","mc",0.0124908705443663,0.126384239121277,0.125828402350766,0.261,0.0952642990652479
"cfg2_psi-0.14_mu-0.4_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.14,-0.4,0.740740740740741,"bias-dominated","mcmc",0.00674170727680864,0.117324463415557,0.11718921627502,0.767,0.300186518999342
"cfg2_psi-0.14_mu-0.35_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.14,-0.35,0.714285714285714,"bias-dominated","mc",0.0166846347205473,0.132788825258023,0.13180237837229,0.282,0.105159709073766
"cfg2_psi-0.14_mu-0.35_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.14,-0.35,0.714285714285714,"bias-dominated","mcmc",0.0101743183576152,0.12336483850609,0.12300608571414,0.795,0.333013389495034
"cfg2_psi-0.14_mu-0.3_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.14,-0.3,0.681818181818182,"bias-dominated","mc",0.00473738769459064,0.14192204133471,0.141913926508216,0.291,0.118364018384677
"cfg2_psi-0.14_mu-0.3_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.14,-0.3,0.681818181818182,"bias-dominated","mcmc",-0.00141240554065401,0.131751375329011,0.131809725800072,0.809,0.369657399209736
"cfg2_psi-0.14_mu-0.25_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.14,-0.25,0.641025641025641,"bias-dominated","mc",0.0156924042951562,0.155113204460185,0.154394599444677,0.298,0.130627541196206
"cfg2_psi-0.14_mu-0.25_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.14,-0.25,0.641025641025641,"bias-dominated","mcmc",0.00890292912383341,0.142090254579257,0.141882024260378,0.81,0.414530151935502
"cfg2_psi-0.14_mu-0.2_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.14,-0.2,0.588235294117647,"bias-dominated","mc",0.0285439062978736,0.162863624756962,0.160423007151275,0.335,0.157420467747629
"cfg2_psi-0.14_mu-0.2_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.14,-0.2,0.588235294117647,"bias-dominated","mcmc",0.0214932132119194,0.149659893676062,0.148182602368165,0.875,0.485456299477677
"cfg2_psi-0.14_mu-0.15_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.14,-0.15,0.517241379310345,"bias-dominated","mc",0.0274809779847651,0.181370151367419,0.17936582661086,0.345,0.180949836390679
"cfg2_psi-0.14_mu-0.15_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.14,-0.15,0.517241379310345,"bias-dominated","mcmc",0.0197046582074377,0.164534590485111,0.163432150995483,0.887,0.563937489948871
"cfg2_psi-0.14_mu-0.1_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.14,-0.1,0.416666666666667,"mixed","mc",0.0432641654785578,0.19310518461552,0.188290407584738,0.465,0.224041447346855
"cfg2_psi-0.14_mu-0.1_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.14,-0.1,0.416666666666667,"mixed","mcmc",0.0339834787586036,0.169670803654331,0.166315861390067,0.962,0.6762496203397
"cfg2_psi-0.14_mu-0.05_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.14,-0.05,0.263157894736842,"effect-dominated","mc",0.0553563377872562,0.205247052786461,0.197740055815673,0.622,0.29989762570647
"cfg2_psi-0.14_mu-0.05_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.14,-0.05,0.263157894736842,"effect-dominated","mcmc",0.0507959403660832,0.168240429477056,0.160469202396807,0.986,0.692347318127317
"cfg2_psi-0.1_mu-0.4_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.1,-0.4,0.8,"bias-dominated","mc",-0.00664630256453818,0.116809405427399,0.11667852302913,0.28,0.0984880607591831
"cfg2_psi-0.1_mu-0.4_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.1,-0.4,0.8,"bias-dominated","mcmc",-0.013401296079935,0.107925556137939,0.107143878694973,0.844,0.295243658616312
"cfg2_psi-0.1_mu-0.35_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.1,-0.35,0.777777777777778,"bias-dominated","mc",-0.00566659238308646,0.129332786742365,0.129273241733695,0.274,0.107250925596464
"cfg2_psi-0.1_mu-0.35_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.1,-0.35,0.777777777777778,"bias-dominated","mcmc",-0.0144974523507707,0.118106531594741,0.117272031661802,0.857,0.328897979199353
"cfg2_psi-0.1_mu-0.3_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.1,-0.3,0.75,"bias-dominated","mc",-0.0127132383386007,0.137387065532439,0.136866035444222,0.299,0.121529608960455
"cfg2_psi-0.1_mu-0.3_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.1,-0.3,0.75,"bias-dominated","mcmc",-0.0211187616252597,0.126292277076792,0.12457630759125,0.848,0.370966556856201
"cfg2_psi-0.1_mu-0.25_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.1,-0.25,0.714285714285714,"bias-dominated","mc",-0.00284008353362221,0.151175163165679,0.15122411387179,0.296,0.136092764224159
"cfg2_psi-0.1_mu-0.25_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.1,-0.25,0.714285714285714,"bias-dominated","mcmc",-0.0134039523292248,0.136300545995437,0.135707735557337,0.855,0.415922848770464
"cfg2_psi-0.1_mu-0.2_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.1,-0.2,0.666666666666667,"bias-dominated","mc",0.00820121041991921,0.166234862638013,0.166115514230295,0.312,0.161096607207019
"cfg2_psi-0.1_mu-0.2_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.1,-0.2,0.666666666666667,"bias-dominated","mcmc",-0.00495885943096853,0.147352777011978,0.147343003114679,0.877,0.485923105159994
"cfg2_psi-0.1_mu-0.15_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.1,-0.15,0.6,"bias-dominated","mc",0.0139165504373743,0.187137243714951,0.1867124504373,0.328,0.190318203802579
"cfg2_psi-0.1_mu-0.15_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.1,-0.15,0.6,"bias-dominated","mcmc",-0.00148698056136889,0.161332804622463,0.161406675360751,0.888,0.583750942222845
"cfg2_psi-0.1_mu-0.1_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.1,-0.1,0.5,"mixed","mc",0.0282687854717062,0.204818148746171,0.202959459907957,0.382,0.23665898009594
"cfg2_psi-0.1_mu-0.1_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.1,-0.1,0.5,"mixed","mcmc",0.0106534688002249,0.17283210472734,0.172589765786558,0.9,0.702382514648328
"cfg2_psi-0.1_mu-0.05_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.1,-0.05,0.333333333333333,"mixed","mc",0.0445493525037884,0.220661371543659,0.216225691426006,0.564,0.331532298258213
"cfg2_psi-0.1_mu-0.05_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.1,-0.05,0.333333333333333,"mixed","mcmc",0.0341793777944503,0.1750688684897,0.17178588194926,0.981,0.740927357192145
"cfg2_psi-0.05_mu-0.4_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.05,-0.4,0.888888888888889,"bias-dominated","mc",-0.0615505890180459,0.124256562384431,0.107994820099373,0.321,0.0952074199180929
"cfg2_psi-0.05_mu-0.4_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.05,-0.4,0.888888888888889,"bias-dominated","mcmc",-0.0703812717336895,0.1185217221826,0.0954095288557404,0.791,0.28039726719179
"cfg2_psi-0.05_mu-0.35_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.05,-0.35,0.875,"bias-dominated","mc",-0.0665345755692899,0.133178516517804,0.115425259394137,0.367,0.106328262638587
"cfg2_psi-0.05_mu-0.35_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.05,-0.35,0.875,"bias-dominated","mcmc",-0.0770871523584187,0.128213688991538,0.10250281856565,0.8,0.311509482608966
"cfg2_psi-0.05_mu-0.3_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.05,-0.3,0.857142857142857,"bias-dominated","mc",-0.073257218063907,0.1461881391413,0.126571609769066,0.343,0.118112912972508
"cfg2_psi-0.05_mu-0.3_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.05,-0.3,0.857142857142857,"bias-dominated","mcmc",-0.0842746991840479,0.139990505117313,0.111837490246623,0.818,0.350961850771545
"cfg2_psi-0.05_mu-0.25_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.05,-0.25,0.833333333333333,"bias-dominated","mc",-0.0719015289691268,0.156998614730661,0.139636074825386,0.359,0.133305516359209
"cfg2_psi-0.05_mu-0.25_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.05,-0.25,0.833333333333333,"bias-dominated","mcmc",-0.0859275823090529,0.148887822360087,0.121650454494542,0.81,0.394582648514503
"cfg2_psi-0.05_mu-0.2_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.05,-0.2,0.8,"bias-dominated","mc",-0.0738068337464529,0.168398132075413,0.151437827488399,0.383,0.159259356484204
"cfg2_psi-0.05_mu-0.2_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.05,-0.2,0.8,"bias-dominated","mcmc",-0.0909039042374718,0.158704392589146,0.130155694944173,0.827,0.470552095480779
"cfg2_psi-0.05_mu-0.15_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.05,-0.15,0.75,"bias-dominated","mc",-0.0789050250207525,0.192702362607937,0.175895243590817,0.369,0.188768430634563
"cfg2_psi-0.05_mu-0.15_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.05,-0.15,0.75,"bias-dominated","mcmc",-0.0998218819255171,0.177931209476749,0.147366292003041,0.829,0.570035290232679
"cfg2_psi-0.05_mu-0.1_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.05,-0.1,0.666666666666667,"bias-dominated","mc",-0.0883319603510426,0.217706307410434,0.199080722826268,0.349,0.231246885031015
"cfg2_psi-0.05_mu-0.1_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.05,-0.1,0.666666666666667,"bias-dominated","mcmc",-0.113719295716663,0.196441840297969,0.160259169481067,0.811,0.687406514523908
"cfg2_psi-0.05_mu-0.05_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.05,-0.05,0.5,"mixed","mc",-0.070397744949706,0.237545193339646,0.226987664388509,0.391,0.338154819220662
"cfg2_psi-0.05_mu-0.05_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.05,-0.05,0.5,"mixed","mcmc",-0.0870343772738729,0.189974541941835,0.168949364148568,0.913,0.742880175132593
"cfg2_psi-0.01_mu-0.4_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.01,-0.4,0.975609756097561,"bias-dominated","mc",-0.135953161054734,0.169668826066438,0.10156063755752,0.273,0.0919502778445882
"cfg2_psi-0.01_mu-0.4_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.01,-0.4,0.975609756097561,"bias-dominated","mcmc",-0.145545003786116,0.170604648180685,0.0890535141481638,0.599,0.262869504568003
"cfg2_psi-0.01_mu-0.35_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.01,-0.35,0.972222222222222,"bias-dominated","mc",-0.14417066282671,0.179944001538508,0.107732399675016,0.284,0.10006262155628
"cfg2_psi-0.01_mu-0.35_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.01,-0.35,0.972222222222222,"bias-dominated","mcmc",-0.156307193658286,0.182464170103647,0.0941812331994574,0.613,0.287633279721623
"cfg2_psi-0.01_mu-0.3_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.01,-0.3,0.967741935483871,"bias-dominated","mc",-0.167937063745971,0.205873724426746,0.119144149491611,0.254,0.111547926268037
"cfg2_psi-0.01_mu-0.3_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.01,-0.3,0.967741935483871,"bias-dominated","mcmc",-0.18022912040896,0.207995051518909,0.10387586730697,0.612,0.321224435000913
"cfg2_psi-0.01_mu-0.25_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.01,-0.25,0.961538461538462,"bias-dominated","mc",-0.182983476006681,0.226654568182523,0.133817966038021,0.299,0.126132519254346
"cfg2_psi-0.01_mu-0.25_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.01,-0.25,0.961538461538462,"bias-dominated","mcmc",-0.198607528083432,0.229251404778744,0.114561689767472,0.607,0.361687755825803
"cfg2_psi-0.01_mu-0.2_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.01,-0.2,0.952380952380952,"bias-dominated","mc",-0.206859621785943,0.251591612912196,0.143275833715471,0.28,0.1473736275614
"cfg2_psi-0.01_mu-0.2_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.01,-0.2,0.952380952380952,"bias-dominated","mcmc",-0.226139339334961,0.255576213480034,0.119140230386027,0.614,0.428860494974576
"cfg2_psi-0.01_mu-0.15_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.01,-0.15,0.9375,"bias-dominated","mc",-0.242635156966275,0.292188842905211,0.162877345115239,0.28,0.174744135031397
"cfg2_psi-0.01_mu-0.15_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.01,-0.15,0.9375,"bias-dominated","mcmc",-0.265854548481999,0.296787541594827,0.13199100546195,0.619,0.532515063094866
"cfg2_psi-0.01_mu-0.1_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.01,-0.1,0.909090909090909,"bias-dominated","mc",-0.31758345655697,0.370992015395761,0.191866193595903,0.26,0.215075245750727
"cfg2_psi-0.01_mu-0.1_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.01,-0.1,0.909090909090909,"bias-dominated","mcmc",-0.343204182283716,0.375392198655868,0.152162233882367,0.552,0.642508876117956
"cfg2_psi-0.01_mu-0.05_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.01,-0.05,0.833333333333333,"bias-dominated","mc",-0.383714088884527,0.443279661655877,0.22205779899693,0.262,0.329083482091141
"cfg2_psi-0.01_mu-0.05_sps0.1","sps0.1_K12_exV0",0.1,0.1,12,0,-0.01,-0.05,0.833333333333333,"bias-dominated","mcmc",-0.399039068556639,0.430396817932795,0.161354510101379,0.584,0.728689203429297
"cfg3_psi-0.4_mu-0.4_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.4,-0.4,0.5,"mixed","mc",0.00510195570982357,0.0425330110080007,0.0422470340405919,0.469,0.0519057216471095
"cfg3_psi-0.4_mu-0.4_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.4,-0.4,0.5,"mixed","mcmc",0.00445827652852974,0.0412815261636959,0.0410606155207885,0.919,0.13692527795334
"cfg3_psi-0.4_mu-0.35_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.4,-0.35,0.466666666666667,"mixed","mc",0.00389331847470639,0.0429301841849586,0.0427746707511215,0.488,0.0546317241200824
"cfg3_psi-0.4_mu-0.35_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.4,-0.35,0.466666666666667,"mixed","mcmc",0.00322122585836635,0.0416020064662506,0.0414978640258273,0.913,0.144984025243521
"cfg3_psi-0.4_mu-0.3_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.4,-0.3,0.428571428571428,"mixed","mc",0.00303515481882268,0.0427144743580941,0.0426278229118056,0.517,0.059342775862476
"cfg3_psi-0.4_mu-0.3_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.4,-0.3,0.428571428571428,"mixed","mcmc",0.00316348538689554,0.0407260649613321,0.0406233305186067,0.95,0.156017841486876
"cfg3_psi-0.4_mu-0.25_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.4,-0.25,0.384615384615385,"mixed","mc",0.0019895230597449,0.0405662170999903,0.0405376747096964,0.565,0.0637548768975004
"cfg3_psi-0.4_mu-0.25_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.4,-0.25,0.384615384615385,"mixed","mcmc",0.00142337440822171,0.0384817622664612,0.0384746713145053,0.97,0.167593027160392
"cfg3_psi-0.4_mu-0.2_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.4,-0.2,0.333333333333333,"mixed","mc",0.00480842492969063,0.041358296922109,0.0410983801486591,0.595,0.06942859521495
"cfg3_psi-0.4_mu-0.2_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.4,-0.2,0.333333333333333,"mixed","mcmc",0.00436596534150288,0.0389236401720619,0.0386973590375031,0.987,0.183303648747781
"cfg3_psi-0.4_mu-0.15_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.4,-0.15,0.272727272727273,"effect-dominated","mc",0.00340273970655689,0.0386390712459525,0.0385082078434005,0.645,0.0749403867178455
"cfg3_psi-0.4_mu-0.15_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.4,-0.15,0.272727272727273,"effect-dominated","mcmc",0.00310619151182543,0.0369305086114759,0.0368180609240135,0.996,0.198797241124673
"cfg3_psi-0.4_mu-0.1_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.4,-0.1,0.2,"effect-dominated","mc",0.00331749062882967,0.0370343636261283,0.036903932654465,0.75,0.0840424488427446
"cfg3_psi-0.4_mu-0.1_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.4,-0.1,0.2,"effect-dominated","mcmc",0.00316457149168163,0.0337894636651296,0.0336577805007904,0.998,0.222112314192037
"cfg3_psi-0.4_mu-0.05_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.4,-0.05,0.111111111111111,"effect-dominated","mc",0.000731766476932221,0.0318064970746355,0.0318139891224902,0.841,0.0936773594729473
"cfg3_psi-0.4_mu-0.05_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.4,-0.05,0.111111111111111,"effect-dominated","mcmc",0.0010338797061769,0.0276163777863828,0.027610827089494,1,0.2210569134099
"cfg3_psi-0.36_mu-0.4_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.36,-0.4,0.526315789473684,"bias-dominated","mc",0.0036731598609133,0.0460029986923731,0.0458790657489956,0.472,0.0544489780078018
"cfg3_psi-0.36_mu-0.4_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.36,-0.4,0.526315789473684,"bias-dominated","mcmc",0.00329107483963645,0.0449909228587487,0.0448928427860745,0.902,0.143827605019839
"cfg3_psi-0.36_mu-0.35_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.36,-0.35,0.492957746478873,"mixed","mc",0.00466235540230272,0.0475124083898502,0.0473067576824807,0.486,0.0581533511552091
"cfg3_psi-0.36_mu-0.35_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.36,-0.35,0.492957746478873,"mixed","mcmc",0.00401332699568915,0.0462263540123727,0.046074851096954,0.899,0.153988331188327
"cfg3_psi-0.36_mu-0.3_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.36,-0.3,0.454545454545455,"mixed","mc",0.00456446754719238,0.0472027119334651,0.0470050116583894,0.512,0.0632719273119571
"cfg3_psi-0.36_mu-0.3_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.36,-0.3,0.454545454545455,"mixed","mcmc",0.00461813909746785,0.0457462633088172,0.0455353364417232,0.932,0.166349340505166
"cfg3_psi-0.36_mu-0.25_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.36,-0.25,0.40983606557377,"mixed","mc",0.00218977638669035,0.0441454114625007,0.0441131295735244,0.555,0.0677529705042035
"cfg3_psi-0.36_mu-0.25_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.36,-0.25,0.40983606557377,"mixed","mcmc",0.00184622347143121,0.0424786024276884,0.0424596979387773,0.962,0.179020498598464
"cfg3_psi-0.36_mu-0.2_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.36,-0.2,0.357142857142857,"mixed","mc",0.00269876550907531,0.0454353390754598,0.0453778122817365,0.588,0.0750075947471897
"cfg3_psi-0.36_mu-0.2_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.36,-0.2,0.357142857142857,"mixed","mcmc",0.00279029722772985,0.043136590274019,0.0430677895456205,0.982,0.196232886551763
"cfg3_psi-0.36_mu-0.15_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.36,-0.15,0.294117647058824,"effect-dominated","mc",0.00435189075299659,0.0455723362091897,0.0453867693636667,0.633,0.0813491956279351
"cfg3_psi-0.36_mu-0.15_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.36,-0.15,0.294117647058824,"effect-dominated","mcmc",0.00365363592480421,0.0431235672630334,0.0429900120860358,0.989,0.215634992961855
"cfg3_psi-0.36_mu-0.1_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.36,-0.1,0.217391304347826,"effect-dominated","mc",0.00357170878194124,0.0419605777122885,0.041829208228067,0.733,0.0910193441141809
"cfg3_psi-0.36_mu-0.1_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.36,-0.1,0.217391304347826,"effect-dominated","mcmc",0.00316845748001377,0.0385780830430572,0.0384669868530396,0.999,0.239774902172136
"cfg3_psi-0.36_mu-0.05_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.36,-0.05,0.121951219512195,"effect-dominated","mc",0.000668140850361793,0.035542865023747,0.0355543661855366,0.834,0.102450324445058
"cfg3_psi-0.36_mu-0.05_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.36,-0.05,0.121951219512195,"effect-dominated","mcmc",0.000699345227613514,0.0308874156823777,0.0308949488047846,1,0.243135854428083
"cfg3_psi-0.31_mu-0.4_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.31,-0.4,0.563380281690141,"bias-dominated","mc",0.00364644009286359,0.0529410151405374,0.0528417146349864,0.447,0.05781428113583
"cfg3_psi-0.31_mu-0.4_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.31,-0.4,0.563380281690141,"bias-dominated","mcmc",0.0033213880387764,0.0519563876099607,0.051876061152453,0.863,0.153613583837511
"cfg3_psi-0.31_mu-0.35_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.31,-0.35,0.53030303030303,"bias-dominated","mc",0.00609177339507545,0.0554127048122224,0.0551043977025038,0.453,0.0623868467277431
"cfg3_psi-0.31_mu-0.35_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.31,-0.35,0.53030303030303,"bias-dominated","mcmc",0.00498396748824557,0.0539150153366999,0.0537110214076529,0.87,0.165437517659885
"cfg3_psi-0.31_mu-0.3_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.31,-0.3,0.491803278688525,"mixed","mc",0.00355381371568945,0.0548939778575946,0.0548062308140261,0.464,0.0679511471099346
"cfg3_psi-0.31_mu-0.3_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.31,-0.3,0.491803278688525,"mixed","mcmc",0.00316670121040738,0.0536466867632416,0.0535799385398238,0.908,0.179524776096159
"cfg3_psi-0.31_mu-0.25_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.31,-0.25,0.446428571428571,"mixed","mc",0.00226221700236454,0.0527962104232069,0.0527741159717749,0.539,0.074208955409431
"cfg3_psi-0.31_mu-0.25_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.31,-0.25,0.446428571428571,"mixed","mcmc",0.00263043783599369,0.0512414169538215,0.051199462821592,0.947,0.195719951513772
"cfg3_psi-0.31_mu-0.2_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.31,-0.2,0.392156862745098,"mixed","mc",0.00525486644974033,0.054397072447822,0.0541697538458567,0.569,0.0815562158453428
"cfg3_psi-0.31_mu-0.2_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.31,-0.2,0.392156862745098,"mixed","mcmc",0.00526409397084587,0.0524396958215816,0.052200919038601,0.961,0.216177141759293
"cfg3_psi-0.31_mu-0.15_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.31,-0.15,0.326086956521739,"effect-dominated","mc",0.00574243184200585,0.0549451762487674,0.054671618371907,0.62,0.0913097057226663
"cfg3_psi-0.31_mu-0.15_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.31,-0.15,0.326086956521739,"effect-dominated","mcmc",0.00555312772949668,0.0526644094015886,0.0523970250899448,0.978,0.240620904805984
"cfg3_psi-0.31_mu-0.1_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.31,-0.1,0.24390243902439,"effect-dominated","mc",0.00577342130123795,0.0505345782841359,0.050228817853667,0.683,0.102058096694794
"cfg3_psi-0.31_mu-0.1_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.31,-0.1,0.24390243902439,"effect-dominated","mcmc",0.00507447559595144,0.0464690649555192,0.0462142776068293,0.997,0.269767927488744
"cfg3_psi-0.31_mu-0.05_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.31,-0.05,0.138888888888889,"effect-dominated","mc",0.00242186007209599,0.042816290329431,0.0427691303380743,0.822,0.117004916108998
"cfg3_psi-0.31_mu-0.05_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.31,-0.05,0.138888888888889,"effect-dominated","mcmc",0.00170173119008528,0.0375174588200123,0.0374975985519763,1,0.279182047943089
"cfg3_psi-0.27_mu-0.4_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.27,-0.4,0.597014925373134,"bias-dominated","mc",0.00410415832942079,0.0591057521768766,0.0589925923379551,0.434,0.0615012100380645
"cfg3_psi-0.27_mu-0.4_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.27,-0.4,0.597014925373134,"bias-dominated","mcmc",0.00377831298950323,0.0581509044092946,0.058057063801311,0.843,0.162691361171089
"cfg3_psi-0.27_mu-0.35_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.27,-0.35,0.564516129032258,"bias-dominated","mc",0.00411196175554663,0.0620405478438996,0.0619351055912292,0.406,0.0659564789052261
"cfg3_psi-0.27_mu-0.35_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.27,-0.35,0.564516129032258,"bias-dominated","mcmc",0.00327313173278961,0.0606472971497726,0.0605892095388705,0.849,0.175660789879571
"cfg3_psi-0.27_mu-0.3_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.27,-0.3,0.526315789473684,"bias-dominated","mc",0.00495593728618599,0.0625785016229264,0.062413163306629,0.43,0.0726904988227457
"cfg3_psi-0.27_mu-0.3_sps0.06","sps0.06_K25_exV0",0.06,0.06,25,0,-0.27,-0.3,0.526315789473684,"bias-dominated","mcmc",0.00431653954292773,0.0609976865495749,0.060875208761994,0.901,0.191996919263729
