"key","config_id","sigma_ps","K","ex_violation","psi","mu_b","bf_true","true_zone","Mean_BF_mc","ci_lo_mc","ci_hi_mc","Mean_BF_mcmc","ci_lo_mcmc","ci_hi_mcmc"
"cfg3_psi-0.3_mu-0.05_sps0.06","sps0.06_K25_exV0",0.06,25,0,-0.3,-0.05,0.142857142857143,"effect-dominated",0.147998967135215,0.0881797532739537,0.20870032695616,0.148251322493197,0.0179964939453127,0.308781513200285
"cfg3_psi-0.3_mu-0.1_sps0.06","sps0.06_K25_exV0",0.06,25,0,-0.3,-0.1,0.25,"effect-dominated",0.259408093167317,0.20721378275482,0.311814716638537,0.258087890675363,0.11966481322903,0.397100926544702
"cfg3_psi-0.3_mu-0.15_sps0.06","sps0.06_K25_exV0",0.06,25,0,-0.3,-0.15,0.333333333333333,"mixed",0.338732353403231,0.293032434540721,0.385118708016564,0.339056141602817,0.216390048152214,0.461245221754745
"cfg3_psi-0.3_mu-0.2_sps0.06","sps0.06_K25_exV0",0.06,25,0,-0.3,-0.2,0.4,"mixed",0.407347305081393,0.365757222302753,0.449243239883705,0.407050844116609,0.297011427229757,0.517701901601879
"cfg3_psi-0.3_mu-0.3_sps0.06","sps0.06_K25_exV0",0.06,25,0,-0.3,-0.3,0.5,"mixed",0.503830157172322,0.469104357162699,0.538502433391415,0.503814536563774,0.412677669453659,0.594897521166521
"cfg3_psi-0.3_mu-0.4_sps0.06","sps0.06_K25_exV0",0.06,25,0,-0.3,-0.4,0.571428571428572,"bias-dominated",0.577195352983629,0.547420802710689,0.606707166766862,0.576600932447901,0.498533378237359,0.655151701474864
"cfg3_psi-0.4_mu-0.05_sps0.06","sps0.06_K25_exV0",0.06,25,0,-0.4,-0.05,0.111111111111111,"effect-dominated",0.113432430463187,0.0678626364337876,0.159554634157749,0.113646647786673,0.0138060975152859,0.236060457068167
"cfg3_psi-0.4_mu-0.1_sps0.06","sps0.06_K25_exV0",0.06,25,0,-0.4,-0.1,0.2,"effect-dominated",0.203709820168343,0.162564110463049,0.244620459500817,0.203060067974845,0.0936466952142725,0.31234011819776
"cfg3_psi-0.4_mu-0.15_sps0.06","sps0.06_K25_exV0",0.06,25,0,-0.4,-0.15,0.272727272727273,"effect-dominated",0.275818398134365,0.237900518041892,0.313783909811462,0.27616742904625,0.176067392270708,0.375587232326086
"cfg3_psi-0.4_mu-0.2_sps0.06","sps0.06_K25_exV0",0.06,25,0,-0.4,-0.2,0.333333333333333,"mixed",0.338694445871549,0.303709081280225,0.373505518681266,0.338339775029688,0.246876189288406,0.429793036324773
"cfg3_psi-0.4_mu-0.3_sps0.06","sps0.06_K25_exV0",0.06,25,0,-0.4,-0.3,0.428571428571428,"mixed",0.43318319506684,0.40340654702986,0.46295031106241,0.433125598253238,0.35462646517822,0.511176193644476
"cfg3_psi-0.4_mu-0.4_sps0.06","sps0.06_K25_exV0",0.06,25,0,-0.4,-0.4,0.5,"mixed",0.501643516236855,0.475344872018006,0.527530683100977,0.501541729155514,0.433398822393524,0.569955583610904
"cfg4_psi0_mu-0.05_sps0.1","sps0.1_K25_exV0",0.1,25,0,0,-0.05,1,"bias-dominated",0.464684074737936,0.328695639420158,0.580631023575728,0.450642506538986,0.114938856952123,0.704675821238232
"cfg4_psi0_mu-0.1_sps0.1","sps0.1_K25_exV0",0.1,25,0,0,-0.1,1,"bias-dominated",0.601406987285298,0.516932293489852,0.679493828210188,0.590739413531856,0.374483287157615,0.771334543686837
"cfg4_psi0_mu-0.15_sps0.1","sps0.1_K25_exV0",0.1,25,0,0,-0.15,1,"bias-dominated",0.684945682282922,0.617722294876316,0.748087711485863,0.676110356346764,0.509140706035645,0.825976659376683
"cfg4_psi0_mu-0.2_sps0.1","sps0.1_K25_exV0",0.1,25,0,0,-0.2,1,"bias-dominated",0.743865451751277,0.687426237246512,0.796550095082077,0.736040942601292,0.60228388117285,0.863457953204244
"cfg4_psi0_mu-0.3_sps0.1","sps0.1_K25_exV0",0.1,25,0,0,-0.3,1,"bias-dominated",0.801439590292164,0.758006903220637,0.843155788952606,0.796693972905661,0.691310209075591,0.895973739158425
"cfg4_psi0_mu-0.4_sps0.1","sps0.1_K25_exV0",0.1,25,0,0,-0.4,1,"bias-dominated",0.846099075599733,0.81077201093772,0.879365313614786,0.842263715413837,0.756011784501239,0.922006041266436
"cfg4_psi-0.05_mu-0.05_sps0.1","sps0.1_K25_exV0",0.1,25,0,-0.05,-0.05,0.5,"mixed",0.445688251519639,0.296515777088509,0.572407020560243,0.431431602544988,0.0875813100098911,0.713233666141668
"cfg4_psi-0.05_mu-0.1_sps0.1","sps0.1_K25_exV0",0.1,25,0,-0.05,-0.1,0.666666666666667,"bias-dominated",0.577141161660875,0.485569495581177,0.664244275257895,0.567798146743367,0.331741141209503,0.773272284954169
"cfg4_psi-0.05_mu-0.15_sps0.1","sps0.1_K25_exV0",0.1,25,0,-0.05,-0.15,0.75,"bias-dominated",0.672063397865175,0.596703292994187,0.743744508615942,0.664174359780187,0.472814625397185,0.832730600794692
"cfg4_psi-0.05_mu-0.2_sps0.1","sps0.1_K25_exV0",0.1,25,0,-0.05,-0.2,0.8,"bias-dominated",0.718065209789521,0.655797510213791,0.777460815589096,0.71192534508528,0.558017029467233,0.853674167862488
"cfg4_psi-0.05_mu-0.3_sps0.1","sps0.1_K25_exV0",0.1,25,0,-0.05,-0.3,0.857142857142857,"bias-dominated",0.790908210524327,0.742428229846474,0.836114037448685,0.785569762962575,0.667363629821904,0.891987281314743
"cfg4_psi-0.05_mu-0.4_sps0.1","sps0.1_K25_exV0",0.1,25,0,-0.05,-0.4,0.888888888888889,"bias-dominated",0.83103326056753,0.793252649119451,0.867137172576959,0.827209085151846,0.732509522292483,0.912576106733546
"cfg4_psi-0.1_mu-0.05_sps0.1","sps0.1_K25_exV0",0.1,25,0,-0.1,-0.05,0.333333333333333,"mixed",0.37523192158501,0.241545836254024,0.498001738733431,0.367374630713657,0.0676022454375782,0.657894416305647
"cfg4_psi-0.1_mu-0.1_sps0.1","sps0.1_K25_exV0",0.1,25,0,-0.1,-0.1,0.5,"mixed",0.524667826116016,0.43187100562472,0.612657793096678,0.518318866457107,0.276799857868,0.732865307754553
"cfg4_psi-0.1_mu-0.15_sps0.1","sps0.1_K25_exV0",0.1,25,0,-0.1,-0.15,0.6,"bias-dominated",0.614323150416723,0.538813933845708,0.686240744132448,0.608917046047052,0.413063774918498,0.785815257290995
"cfg4_psi-0.1_mu-0.2_sps0.1","sps0.1_K25_exV0",0.1,25,0,-0.1,-0.2,0.666666666666667,"bias-dominated",0.66992106573059,0.605825472911324,0.729721535467163,0.664855337072038,0.50352496761686,0.809478571889191
"cfg4_psi-0.1_mu-0.3_sps0.1","sps0.1_K25_exV0",0.1,25,0,-0.1,-0.3,0.75,"bias-dominated",0.740602914582796,0.692596393284902,0.78628761538178,0.737788200728199,0.61622199091018,0.850078328206106
"cfg4_psi-0.1_mu-0.4_sps0.1","sps0.1_K25_exV0",0.1,25,0,-0.1,-0.4,0.8,"bias-dominated",0.794029344905982,0.755270944979581,0.830621696980312,0.790595297026021,0.69226359579024,0.879275162178775
"cfg4_psi-0.15_mu-0.05_sps0.1","sps0.1_K25_exV0",0.1,25,0,-0.15,-0.05,0.25,"effect-dominated",0.300825999150559,0.186180071948273,0.410936702001259,0.296870975294111,0.04430516279709,0.56604793636888
"cfg4_psi-0.15_mu-0.1_sps0.1","sps0.1_K25_exV0",0.1,25,0,-0.15,-0.1,0.4,"mixed",0.451152106133882,0.366060973607455,0.533451729360634,0.446454626295834,0.223511216832803,0.651321333677056
"cfg4_psi-0.15_mu-0.15_sps0.1","sps0.1_K25_exV0",0.1,25,0,-0.15,-0.15,0.5,"mixed",0.547321319037271,0.476347796754697,0.616486317168655,0.543997605890147,0.358525091304389,0.714206825868414
"cfg4_psi-0.15_mu-0.2_sps0.1","sps0.1_K25_exV0",0.1,25,0,-0.15,-0.2,0.571428571428572,"bias-dominated",0.59501337512022,0.535853716353416,0.651600715092827,0.591821858512984,0.439273091608824,0.735295527173117
"cfg4_psi-0.15_mu-0.3_sps0.1","sps0.1_K25_exV0",0.1,25,0,-0.15,-0.3,0.666666666666667,"bias-dominated",0.681129803284884,0.635528187505643,0.725239011439676,0.67918851975392,0.561447598126783,0.790311894185188
"cfg4_psi-0.15_mu-0.4_sps0.1","sps0.1_K25_exV0",0.1,25,0,-0.15,-0.4,0.727272727272727,"bias-dominated",0.738240975768096,0.701276778156502,0.774502634567452,0.736650406584866,0.640528142547933,0.827744241931625
"cfg4_psi-0.2_mu-0.05_sps0.1","sps0.1_K25_exV0",0.1,25,0,-0.2,-0.05,0.2,"effect-dominated",0.237600126007473,0.143730385828463,0.329213591470819,0.235455307753497,0.0308606585300945,0.47097732691016
"cfg4_psi-0.2_mu-0.1_sps0.1","sps0.1_K25_exV0",0.1,25,0,-0.2,-0.1,0.333333333333333,"mixed",0.378294426808821,0.303295688232492,0.452009428307098,0.37551813472886,0.178596544410421,0.563759677833623
"cfg4_psi-0.2_mu-0.15_sps0.1","sps0.1_K25_exV0",0.1,25,0,-0.2,-0.15,0.428571428571428,"mixed",0.460063311694762,0.398520959437511,0.521254686087323,0.45942440556084,0.296631046084362,0.616926507752733
"cfg4_psi-0.2_mu-0.2_sps0.1","sps0.1_K25_exV0",0.1,25,0,-0.2,-0.2,0.5,"mixed",0.527019338707218,0.473539546317988,0.579386214442721,0.525525544905863,0.386835959605272,0.659908904053433
"cfg4_psi-0.2_mu-0.3_sps0.1","sps0.1_K25_exV0",0.1,25,0,-0.2,-0.3,0.6,"bias-dominated",0.616439261328295,0.574456946593541,0.658116441273632,0.616153079650596,0.505990371735848,0.72294275260803
"cfg4_psi-0.2_mu-0.4_sps0.1","sps0.1_K25_exV0",0.1,25,0,-0.2,-0.4,0.666666666666667,"bias-dominated",0.686171188506773,0.651332994582775,0.720447086779238,0.684866463410576,0.593741870905592,0.773619667227861
"cfg4_psi-0.3_mu-0.05_sps0.1","sps0.1_K25_exV0",0.1,25,0,-0.3,-0.05,0.142857142857143,"effect-dominated",0.159112950864175,0.0949271943420154,0.224273390375269,0.159250528250315,0.0193476117567741,0.329843227945764
"cfg4_psi-0.3_mu-0.1_sps0.1","sps0.1_K25_exV0",0.1,25,0,-0.3,-0.1,0.25,"effect-dominated",0.273610330706248,0.218562727968398,0.328304744790751,0.271911581107555,0.126184697706697,0.416826519755714
"cfg4_psi-0.3_mu-0.15_sps0.1","sps0.1_K25_exV0",0.1,25,0,-0.3,-0.15,0.333333333333333,"mixed",0.351046598051906,0.303765791395256,0.399150367492874,0.351393374710128,0.22433664911427,0.477643116139111
"cfg4_psi-0.3_mu-0.2_sps0.1","sps0.1_K25_exV0",0.1,25,0,-0.3,-0.2,0.4,"mixed",0.420661719708636,0.37776872432944,0.463701145548964,0.420227461662156,0.307234326229786,0.533317160927187
"cfg4_psi-0.3_mu-0.3_sps0.1","sps0.1_K25_exV0",0.1,25,0,-0.3,-0.3,0.5,"mixed",0.513097595021734,0.477737897667065,0.548343734485444,0.512976542827823,0.4202324104289,0.605308139920188
"cfg4_psi-0.3_mu-0.4_sps0.1","sps0.1_K25_exV0",0.1,25,0,-0.3,-0.4,0.571428571428572,"bias-dominated",0.585844291204625,0.555600265650101,0.615605140292119,0.585078947982096,0.506079430984156,0.664175972439798
"cfg4_psi-0.4_mu-0.05_sps0.1","sps0.1_K25_exV0",0.1,25,0,-0.4,-0.05,0.111111111111111,"effect-dominated",0.118109602914591,0.0707584673052106,0.166139814482098,0.118306200588756,0.0143732052372856,0.245691923654488
"cfg4_psi-0.4_mu-0.1_sps0.1","sps0.1_K25_exV0",0.1,25,0,-0.4,-0.1,0.2,"effect-dominated",0.209149618824317,0.166877538213261,0.251092217082201,0.208458490875619,0.0961092706191643,0.320596843658423
"cfg4_psi-0.4_mu-0.15_sps0.1","sps0.1_K25_exV0",0.1,25,0,-0.4,-0.15,0.272727272727273,"effect-dominated",0.282476124704896,0.243666226873754,0.321376225236389,0.282770091067581,0.180255431094688,0.384553774752196
"cfg4_psi-0.4_mu-0.2_sps0.1","sps0.1_K25_exV0",0.1,25,0,-0.4,-0.2,0.333333333333333,"mixed",0.347298901279311,0.311386866224358,0.383026347605235,0.346934054418317,0.253129529777953,0.440637763437465
"cfg4_psi-0.4_mu-0.3_sps0.1","sps0.1_K25_exV0",0.1,25,0,-0.4,-0.3,0.428571428571428,"mixed",0.440583726249143,0.410288350411851,0.470878965305037,0.440520160200005,0.360677825220279,0.519892088265094
"cfg4_psi-0.4_mu-0.4_sps0.1","sps0.1_K25_exV0",0.1,25,0,-0.4,-0.4,0.5,"mixed",0.506646807491819,0.480076123667271,0.532792729679324,0.506531967727307,0.437698757025259,0.575626407332847
"cfg5_psi0_mu-0.05_sps0.06","sps0.06_K12_exV0.3",0.06,12,0.3,0,-0.05,1,"bias-dominated",0.226692658571104,0.0549554445595247,0.659289384220336,0.339616009433843,0.058961292202005,0.860946539514654
"cfg5_psi0_mu-0.1_sps0.06","sps0.06_K12_exV0.3",0.06,12,0.3,0,-0.1,1,"bias-dominated",0.502259876613515,0.146790151588271,0.78517020215941,0.473389063707566,0.0513985563791038,0.911871753975849
"cfg5_psi0_mu-0.15_sps0.06","sps0.06_K12_exV0.3",0.06,12,0.3,0,-0.15,1,"bias-dominated",0.656483080748565,0.372630023010793,0.856580333534866,0.615876725110236,0.100850642153542,0.943053315012402
"cfg5_psi0_mu-0.2_sps0.06","sps0.06_K12_exV0.3",0.06,12,0.3,0,-0.2,1,"bias-dominated",0.729579236395717,0.521191390034164,0.879321450825237,0.698921412369584,0.267703934174122,0.95876418337438
"cfg5_psi0_mu-0.3_sps0.06","sps0.06_K12_exV0.3",0.06,12,0.3,0,-0.3,1,"bias-dominated",0.806504809273715,0.663785356234843,0.913525956861657,0.784708812660876,0.501825596180075,0.966974995957899
"cfg5_psi0_mu-0.4_sps0.06","sps0.06_K12_exV0.3",0.06,12,0.3,0,-0.4,1,"bias-dominated",0.84751513879277,0.739901729866871,0.929415318873137,0.83129726681157,0.616500298338657,0.972864071628217
"cfg5_psi-0.05_mu-0.05_sps0.06","sps0.06_K12_exV0.3",0.06,12,0.3,-0.05,-0.05,0.5,"mixed",0.159004000646571,0.0322491829437735,0.537862178399545,0.271969315044837,0.0320060744160583,0.796014624649971
"cfg5_psi-0.05_mu-0.1_sps0.06","sps0.06_K12_exV0.3",0.06,12,0.3,-0.05,-0.1,0.666666666666667,"bias-dominated",0.383519036765064,0.096874006410563,0.665505812568372,0.372622892602311,0.0302931864583036,0.854990123472951
"cfg5_psi-0.05_mu-0.15_sps0.06","sps0.06_K12_exV0.3",0.06,12,0.3,-0.05,-0.15,0.75,"bias-dominated",0.545240501170171,0.291400054092177,0.751567088515164,0.526070321434716,0.0734354275689352,0.89252603884956
"cfg5_psi-0.05_mu-0.2_sps0.06","sps0.06_K12_exV0.3",0.06,12,0.3,-0.05,-0.2,0.8,"bias-dominated",0.622992852780391,0.430908306619637,0.787618082872684,0.610344009248093,0.209487914240319,0.91049031603384
"cfg5_psi-0.05_mu-0.3_sps0.06","sps0.06_K12_exV0.3",0.06,12,0.3,-0.05,-0.3,0.857142857142857,"bias-dominated",0.726248898063628,0.587430177191134,0.842532320696102,0.715205943628131,0.433220989270669,0.928353791109959
"cfg5_psi-0.05_mu-0.4_sps0.06","sps0.06_K12_exV0.3",0.06,12,0.3,-0.05,-0.4,0.888888888888889,"bias-dominated",0.78689173598021,0.682382107702729,0.875097568235409,0.776534784614369,0.560221450982363,0.942991002518906
"cfg5_psi-0.1_mu-0.05_sps0.06","sps0.06_K12_exV0.3",0.06,12,0.3,-0.1,-0.05,0.333333333333333,"mixed",0.106079413055343,0.0180355053060339,0.398866687957913,0.205354221283915,0.0165009914061104,0.680094779912778
"cfg5_psi-0.1_mu-0.1_sps0.06","sps0.06_K12_exV0.3",0.06,12,0.3,-0.1,-0.1,0.5,"mixed",0.274633586882087,0.0643975701505017,0.515646407759149,0.278413666823385,0.0178815320770319,0.743160093067573
"cfg5_psi-0.1_mu-0.15_sps0.06","sps0.06_K12_exV0.3",0.06,12,0.3,-0.1,-0.15,0.6,"bias-dominated",0.432197068709177,0.22528292303338,0.621909428612578,0.425399631023056,0.0581255646095567,0.798610770685827
"cfg5_psi-0.1_mu-0.2_sps0.06","sps0.06_K12_exV0.3",0.06,12,0.3,-0.1,-0.2,0.666666666666667,"bias-dominated",0.523247527086452,0.356823882225733,0.678014479990384,0.517015778255438,0.170602019735884,0.82464034258539
"cfg5_psi-0.1_mu-0.3_sps0.06","sps0.06_K12_exV0.3",0.06,12,0.3,-0.1,-0.3,0.75,"bias-dominated",0.63770743148529,0.514208854903853,0.753989395902935,0.63435820424723,0.376376264491228,0.865249595054324
"cfg5_psi-0.1_mu-0.4_sps0.06","sps0.06_K12_exV0.3",0.06,12,0.3,-0.1,-0.4,0.8,"bias-dominated",0.712707202751099,0.615109665935981,0.802071612844429,0.707093679839332,0.50418157983171,0.889953215506579
"cfg5_psi-0.15_mu-0.05_sps0.06","sps0.06_K12_exV0.3",0.06,12,0.3,-0.15,-0.05,0.25,"effect-dominated",0.074138451771954,0.0110468753513536,0.289315927380539,0.159019653423932,0.0104321139154162,0.545790954617841
"cfg5_psi-0.15_mu-0.1_sps0.06","sps0.06_K12_exV0.3",0.06,12,0.3,-0.15,-0.1,0.4,"mixed",0.209364516493471,0.0497912819200269,0.40179811540438,0.216400820335721,0.0135291610858722,0.619967824072613
"cfg5_psi-0.15_mu-0.15_sps0.06","sps0.06_K12_exV0.3",0.06,12,0.3,-0.15,-0.15,0.5,"mixed",0.350943218701408,0.18243949701444,0.513052010537604,0.347687297374942,0.0475334173778274,0.689578441353844
"cfg5_psi-0.15_mu-0.2_sps0.06","sps0.06_K12_exV0.3",0.06,12,0.3,-0.15,-0.2,0.571428571428572,"bias-dominated",0.444257788800896,0.301730351147633,0.578811083599839,0.440050292893599,0.144869591656751,0.726785462804965
"cfg5_psi-0.15_mu-0.3_sps0.06","sps0.06_K12_exV0.3",0.06,12,0.3,-0.15,-0.3,0.666666666666667,"bias-dominated",0.566133967828672,0.457236516754555,0.67103105148994,0.563408529862488,0.33383939018663,0.786594802436024
"cfg5_psi-0.15_mu-0.4_sps0.06","sps0.06_K12_exV0.3",0.06,12,0.3,-0.15,-0.4,0.727272727272727,"bias-dominated",0.647121662420076,0.557225545907045,0.730161914373639,0.642680521274937,0.456570408568684,0.823737468118074
"cfg5_psi-0.2_mu-0.05_sps0.06","sps0.06_K12_exV0.3",0.06,12,0.3,-0.2,-0.05,0.2,"effect-dominated",0.0591207065685948,0.00851439400168931,0.227525583829656,0.129164668216144,0.0078466124422681,0.435924805871097
"cfg5_psi-0.2_mu-0.1_sps0.06","sps0.06_K12_exV0.3",0.06,12,0.3,-0.2,-0.1,0.333333333333333,"mixed",0.172596116370297,0.0422862142746551,0.332520385246351,0.179290490396908,0.011252830409798,0.521499428004167
"cfg5_psi-0.2_mu-0.15_sps0.06","sps0.06_K12_exV0.3",0.06,12,0.3,-0.2,-0.15,0.428571428571428,"mixed",0.299228569226648,0.157512322159809,0.435142034105518,0.295971350149171,0.0408153366949441,0.592552897805239
"cfg5_psi-0.2_mu-0.2_sps0.06","sps0.06_K12_exV0.3",0.06,12,0.3,-0.2,-0.2,0.5,"mixed",0.382698215029979,0.258512327336303,0.499962405651218,0.378815890628242,0.123483867428633,0.635314017439614
"cfg5_psi-0.2_mu-0.3_sps0.06","sps0.06_K12_exV0.3",0.06,12,0.3,-0.2,-0.3,0.6,"bias-dominated",0.508236314951074,0.410122567427082,0.602109996300176,0.505107686100304,0.298445250496928,0.710313396282655
"cfg5_psi-0.2_mu-0.4_sps0.06","sps0.06_K12_exV0.3",0.06,12,0.3,-0.2,-0.4,0.666666666666667,"bias-dominated",0.593217964235926,0.51114517164503,0.670528574332741,0.589572799142077,0.418026525848535,0.760421200836777
"cfg5_psi-0.3_mu-0.05_sps0.06","sps0.06_K12_exV0.3",0.06,12,0.3,-0.3,-0.05,0.142857142857143,"effect-dominated",0.041594449858532,0.00589134995803003,0.163103959920632,0.0943444963706809,0.00543263630531175,0.305944913380795
"cfg5_psi-0.3_mu-0.1_sps0.06","sps0.06_K12_exV0.3",0.06,12,0.3,-0.3,-0.1,0.25,"effect-dominated",0.129158185971991,0.0311883571663729,0.246858501516847,0.134804361810401,0.00845644981601594,0.385391880152421
"cfg5_psi-0.3_mu-0.15_sps0.06","sps0.06_K12_exV0.3",0.06,12,0.3,-0.3,-0.15,0.333333333333333,"mixed",0.231207555083394,0.121458980034134,0.335892465131819,0.228319189508231,0.0313742264455419,0.458278191640205
"cfg5_psi-0.3_mu-0.2_sps0.06","sps0.06_K12_exV0.3",0.06,12,0.3,-0.3,-0.2,0.4,"mixed",0.305119927043036,0.207055067110695,0.397271608900854,0.301833283011283,0.0994319980846419,0.506577552511573
"cfg5_psi-0.3_mu-0.3_sps0.06","sps0.06_K12_exV0.3",0.06,12,0.3,-0.3,-0.3,0.5,"mixed",0.421275401957564,0.340157617355462,0.498664257519243,0.419140175663121,0.247774404810454,0.589465560849443
"cfg5_psi-0.3_mu-0.4_sps0.06","sps0.06_K12_exV0.3",0.06,12,0.3,-0.3,-0.4,0.571428571428572,"bias-dominated",0.506149262726935,0.436659851357951,0.572466971539526,0.503461276684127,0.357609095753769,0.650161253814379
"cfg5_psi-0.4_mu-0.05_sps0.06","sps0.06_K12_exV0.3",0.06,12,0.3,-0.4,-0.05,0.111111111111111,"effect-dominated",0.0311870530987767,0.00434765107804365,0.126436455124927,0.0736089589831415,0.00420520097413823,0.236223026986549
"cfg5_psi-0.4_mu-0.1_sps0.06","sps0.06_K12_exV0.3",0.06,12,0.3,-0.4,-0.1,0.2,"effect-dominated",0.102674434838689,0.024805904201696,0.196615308140886,0.107589785808307,0.00657502288164137,0.306084196022127
"cfg5_psi-0.4_mu-0.15_sps0.06","sps0.06_K12_exV0.3",0.06,12,0.3,-0.4,-0.15,0.272727272727273,"effect-dominated",0.186718051243508,0.0982269406573304,0.270493755435383,0.18439206140152,0.0255855579849256,0.370498782139589
"cfg5_psi-0.4_mu-0.2_sps0.06","sps0.06_K12_exV0.3",0.06,12,0.3,-0.4,-0.2,0.333333333333333,"mixed",0.252867986133965,0.171919355167017,0.329322860557836,0.250302766295964,0.0820923897834303,0.420356829060176
"cfg5_psi-0.4_mu-0.3_sps0.06","sps0.06_K12_exV0.3",0.06,12,0.3,-0.4,-0.3,0.428571428571428,"mixed",0.358654421807091,0.289883327168534,0.424412664002479,0.357697476987637,0.21146038185667,0.502849798556655
"cfg5_psi-0.4_mu-0.4_sps0.06","sps0.06_K12_exV0.3",0.06,12,0.3,-0.4,-0.4,0.5,"mixed",0.441045438064354,0.381325647224059,0.498732875747999,0.439432376478022,0.311849322550034,0.567221086521798
"cfg6_psi0_mu-0.05_sps0.1","sps0.1_K12_exV0.3",0.1,12,0.3,0,-0.05,1,"bias-dominated",0.192396864047708,0.0435356777394218,0.571020111706971,0.297620937503641,0.0458041466047972,0.798399096530242
"cfg6_psi0_mu-0.1_sps0.1","sps0.1_K12_exV0.3",0.1,12,0.3,0,-0.1,1,"bias-dominated",0.446062149418176,0.139020834514728,0.682960042626073,0.42253879716969,0.0563207049792267,0.832317143719913
"cfg6_psi0_mu-0.15_sps0.1","sps0.1_K12_exV0.3",0.1,12,0.3,0,-0.15,1,"bias-dominated",0.59213676900805,0.362792512025964,0.768157764717907,0.561663817041336,0.122619511330301,0.871262614882836
"cfg6_psi0_mu-0.2_sps0.1","sps0.1_K12_exV0.3",0.1,12,0.3,0,-0.2,1,"bias-dominated",0.669811409538318,0.498581453849138,0.807013097863803,0.64577876872659,0.280358823637143,0.899779188120366
"cfg6_psi0_mu-0.3_sps0.1","sps0.1_K12_exV0.3",0.1,12,0.3,0,-0.3,1,"bias-dominated",0.758125628683277,0.635075632897053,0.859586009485719,0.74019918704083,0.495020548922005,0.928384149131355
"cfg6_psi0_mu-0.4_sps0.1","sps0.1_K12_exV0.3",0.1,12,0.3,0,-0.4,1,"bias-dominated",0.80430024548908,0.709374766482934,0.883121778105851,0.791268814621104,0.600312147287039,0.939554241633692
"cfg6_psi-0.05_mu-0.05_sps0.1","sps0.1_K12_exV0.3",0.1,12,0.3,-0.05,-0.05,0.5,"mixed",0.160771811596049,0.0360502979527937,0.51430542308311,0.265712953962068,0.0372959942436926,0.742897251725162
"cfg6_psi-0.05_mu-0.1_sps0.1","sps0.1_K12_exV0.3",0.1,12,0.3,-0.05,-0.1,0.666666666666667,"bias-dominated",0.377682157235738,0.109035512598695,0.625942891303618,0.363633286980062,0.0385905396854926,0.796162821882739
"cfg6_psi-0.05_mu-0.15_sps0.1","sps0.1_K12_exV0.3",0.1,12,0.3,-0.05,-0.15,0.75,"bias-dominated",0.538162491883385,0.309601984066681,0.719956050560621,0.515086006280159,0.0905792900301254,0.8469667963011
"cfg6_psi-0.05_mu-0.2_sps0.1","sps0.1_K12_exV0.3",0.1,12,0.3,-0.05,-0.2,0.8,"bias-dominated",0.609389622440343,0.43482819902364,0.756840082773668,0.593694859819278,0.225946756752032,0.868451828255657
"cfg6_psi-0.05_mu-0.3_sps0.1","sps0.1_K12_exV0.3",0.1,12,0.3,-0.05,-0.3,0.857142857142857,"bias-dominated",0.707941519715091,0.581976876226561,0.815605310787776,0.696051030324641,0.442580744456674,0.897228987161539
"cfg6_psi-0.05_mu-0.4_sps0.1","sps0.1_K12_exV0.3",0.1,12,0.3,-0.05,-0.4,0.888888888888889,"bias-dominated",0.768758142566993,0.672057003532217,0.851428797921243,0.758210951068241,0.560374353890485,0.917148073240701
"cfg6_psi-0.1_mu-0.05_sps0.1","sps0.1_K12_exV0.3",0.1,12,0.3,-0.1,-0.05,0.333333333333333,"mixed",0.138833734148199,0.0292657654236959,0.425118537794312,0.224236174886406,0.027744830272434,0.660739475750096
"cfg6_psi-0.1_mu-0.1_sps0.1","sps0.1_K12_exV0.3",0.1,12,0.3,-0.1,-0.1,0.5,"mixed",0.297573191432169,0.0792517582910736,0.528114617409786,0.296510236013217,0.0252938061781446,0.721981717130305
"cfg6_psi-0.1_mu-0.15_sps0.1","sps0.1_K12_exV0.3",0.1,12,0.3,-0.1,-0.15,0.6,"bias-dominated",0.455703266281981,0.248689954705458,0.632467077020187,0.441812794366233,0.0690314950165909,0.779415171611109
"cfg6_psi-0.1_mu-0.2_sps0.1","sps0.1_K12_exV0.3",0.1,12,0.3,-0.1,-0.2,0.666666666666667,"bias-dominated",0.536539431089497,0.373666439179111,0.680834775222552,0.525972924110771,0.185111861369297,0.805217728441908
"cfg6_psi-0.1_mu-0.3_sps0.1","sps0.1_K12_exV0.3",0.1,12,0.3,-0.1,-0.3,0.75,"bias-dominated",0.646648304168437,0.524585468076753,0.75356605080049,0.638873920902614,0.38916011057591,0.848496685392572
"cfg6_psi-0.1_mu-0.4_sps0.1","sps0.1_K12_exV0.3",0.1,12,0.3,-0.1,-0.4,0.8,"bias-dominated",0.714102529045665,0.619464674797726,0.798135003725583,0.70648358197477,0.512271019096864,0.874659833118642
"cfg6_psi-0.15_mu-0.05_sps0.1","sps0.1_K12_exV0.3",0.1,12,0.3,-0.15,-0.05,0.25,"effect-dominated",0.0948479908783876,0.0165584987934802,0.335064688801964,0.178595745546437,0.0164322471119918,0.5651599723156
"cfg6_psi-0.15_mu-0.1_sps0.1","sps0.1_K12_exV0.3",0.1,12,0.3,-0.15,-0.1,0.4,"mixed",0.232739547600928,0.0590779179525659,0.432186836276553,0.236807082752142,0.0179997554941744,0.629737053756694
