"method","raw_slope","raw_intercept","cal_slope","cal_intercept","a_logit","b_logit","a_logit_t","b_logit_t"
"Monte Carlo",0.966699111417758,0.0859406340550145,0.954633153903595,0.00131428455429635,0.460630526940442,0.964177363694675,16.9362414907479,39.5745784111546
"MCMC",1.01895717775834,0.061599856864882,0.928326207107312,0.0205157872309505,0.458569725558912,1.11342916307039,18.1546260948251,43.7268404486941
