psi_f,mu_f,bf_hat_bin,n,med,q1,q3,loa_lo,loa_hi
-0.2,-0.2,"[0.7, 0.8)",220,0.240077925420039,0.2164523240635,0.265305298170611,0.202268875215422,0.29280673688885
-0.2,-0.2,"[0.9, 1.0)",66,0.447652314891849,0.422473541171553,0.474302132662841,0.403488335375539,0.496819481577361
-0.2,-0.3,"[0.6, 0.7)",1665,0.0390125045216984,0.0173767988905852,0.0644917006351461,0.00141316059183183,0.0956394621683806
-0.2,-0.3,"[0.5, 0.6)",2990,-0.0532727466126004,-0.0765078389683519,-0.0283323756833421,-0.0974656513618222,-0.00274828885920312
-0.2,-0.3,"[0.4, 0.5)",2154,-0.138957676353996,-0.163439175885634,-0.117380522297025,-0.195038408228201,-0.101981473933718
-0.2,-0.3,"[0.7, 0.8)",596,0.13738024284396,0.11796222645075,0.16461710106553,0.101676012724449,0.195312892281393
-0.2,-0.3,"[0.8, 0.9)",206,0.239810088856016,0.218383710978278,0.267195657557527,0.202241747123034,0.29663047696637
-0.2,-0.3,"[0.9, 1.0)",103,0.338811427205271,0.324552430936001,0.365045861298042,0.303298895234252,0.397851184009843
-0.2,-0.4,"[0.8, 0.9)",412,0.170818325052659,0.148920615505363,0.196161847890942,0.134522227697598,0.22801333280857
-0.2,-0.4,"[0.6, 0.7)",2979,-0.0212552827700299,-0.0434940724241016,0.00330446754061742,-0.0644450203966368,0.0297039241529497
-0.2,-0.4,"[0.5, 0.6)",2486,-0.107708927322605,-0.132061251023059,-0.0866907003289327,-0.162112309571305,-0.0682847817135532
-0.2,-0.4,"[0.7, 0.8)",1425,0.0709426904474961,0.0499582992569934,0.0967659511665115,0.0347681062183555,0.129197382609235
-0.2,-0.4,"[0.9, 1.0)",164,0.275813371405431,0.252683189369712,0.30006030788578,0.235431121068542,0.329125138790647
-0.2,-0.4,"[0.4, 0.5)",524,-0.190170861876243,-0.211480573445955,-0.177015461453018,-0.247663377489333,-0.167610355943748
-0.3,-0.05,"[0.2, 0.3)",594,0.087773005926215,0.0698993396591636,0.111568633441691,0.0585601929740408,0.14904448369552
-0.3,-0.05,"[0.1, 0.2)",2781,-0.0012213737398459,-0.0209014009019284,0.0210600241600021,-0.0404376714770265,0.0519435838011162
-0.3,-0.05,"[0.0, 0.1)",4494,-0.11013080977306,-0.127851831956,-0.0845748895353941,-0.141252842315197,-0.0472426743402807
-0.3,-0.05,"[0.3, 0.4)",89,0.186264745978861,0.170541918514271,0.202099681994494,0.158442637592033,0.244049365187298
-0.3,-0.1,"[0.2, 0.3)",2660,-0.00556035178051743,-0.0278674375141342,0.015875584000235,-0.0482207306775331,0.0451282112752784
-0.3,-0.1,"[0.1, 0.2)",3328,-0.102704591826805,-0.124703980594908,-0.0766492942390898,-0.147249521010956,-0.0525646379132099
-0.3,-0.1,"[0.3, 0.4)",790,0.0822636845887488,0.0638205055948319,0.105598065820455,0.0513844853855057,0.142617731993836
-0.3,-0.1,"[0.4, 0.5)",162,0.182992145509136,0.163642553104682,0.205806335093901,0.150782347338003,0.243814902144707
-0.3,-0.1,"[0.5, 0.6)",32,0.287390717727106,0.263972669515718,0.308768134793785,0.251402681499062,0.340011734540959
-0.3,-0.15,"[0.1, 0.2)",1177,-0.15537886627106,-0.170407739863952,-0.142942045496358,-0.209214176435458,-0.134308278981094
-0.3,-0.15,"[0.3, 0.4)",2538,0.00738875448109014,-0.0139184764740353,0.0312353950308462,-0.0313402510421863,0.0614399341846119
-0.3,-0.15,"[0.4, 0.5)",656,0.100266059180824,0.0824178825830725,0.125515520855661,0.0679391046450727,0.159518609227541
-0.3,-0.15,"[0.2, 0.3)",3437,-0.0840456838279517,-0.106545333068732,-0.0592319017914533,-0.130098688794156,-0.035890420597637
-0.3,-0.15,"[0.5, 0.6)",129,0.192437076297422,0.178422639362392,0.219624406642559,0.168279715917173,0.262533539130177
-0.3,-0.15,"[0.6, 0.7)",37,0.314709517628247,0.289894502634933,0.332033061982229,0.26771926180327,0.366313831145387
-0.3,-0.2,"[0.3, 0.4)",3592,-0.0517758673439924,-0.0754421094395242,-0.0267734648320624,-0.0972232671758074,-0.00273998661130004
-0.3,-0.2,"[0.4, 0.5)",1737,0.0363426252579713,0.015521940617762,0.0616371729078984,0.00151386820276742,0.0954307847912159
-0.3,-0.2,"[0.2, 0.3)",2074,-0.131452792848023,-0.150668849024763,-0.11447676872931,-0.188574018040286,-0.101279640495576
-0.3,-0.2,"[0.5, 0.6)",395,0.133840345430783,0.115888267543755,0.15665084935797,0.101113398725897,0.18790585001775
-0.3,-0.2,"[0.6, 0.7)",95,0.230729426289153,0.210740454363669,0.255021287030288,0.200456760574631,0.291658226534562
-0.3,-0.3,"[0.4, 0.5)",3837,-0.0501152407398303,-0.074523346959514,-0.0269262927874855,-0.096909602811917,-0.0028977070818403
-0.3,-0.3,"[0.5, 0.6)",1986,0.035045829573518,0.0157174794932095,0.0602570568263901,0.00166330186620593,0.0937950216059458
-0.3,-0.3,"[0.6, 0.7)",409,0.1288492330883,0.113193451398646,0.156232055117385,0.100869210446907,0.192087464483993
-0.3,-0.3,"[0.3, 0.4)",1629,-0.126329045426423,-0.145536386099358,-0.112242821275282,-0.186072268123668,-0.101180985100025
-0.3,-0.3,"[0.7, 0.8)",79,0.22790664450677,0.214301707981624,0.253242757147642,0.201883528806597,0.292139849635577
-0.3,-0.4,"[0.5, 0.6)",3838,-0.024874553295291,-0.0479249694832728,-0.000651941420532959,-0.0687380146865738,0.0257804221961052
-0.3,-0.4,"[0.6, 0.7)",1481,0.0588911573003325,0.0434809703774797,0.0837812939010398,0.0301831639206619,0.122507626946274
-0.3,-0.4,"[0.4, 0.5)",2243,-0.103224243707447,-0.125264263652647,-0.0864964158632134,-0.161464948990529,-0.0727985208731428
-0.3,-0.4,"[0.7, 0.8)",251,0.154274194109562,0.13898805747993,0.176781479404632,0.129736869284663,0.217473871973657
-0.3,-0.4,"[0.8, 0.9)",48,0.251502467353638,0.238834107062261,0.280228184786326,0.229274206812499,0.317330913730874
-0.4,-0.05,"[0.0, 0.1)",5450,-0.0794243931520557,-0.0969306601620545,-0.0459482631889026,-0.109790246751112,-0.0141509749763192
-0.4,-0.05,"[0.1, 0.2)",2372,0.0160243121795847,0.00149899216351287,0.0372268493584801,-0.0101146700901141,0.0790676436206227
-0.4,-0.05,"[0.2, 0.3)",165,0.110887250927009,0.0964198457673703,0.130626705954069,0.0895161055475493,0.165853223040894
-0.4,-0.1,"[0.2, 0.3)",1901,0.02737942906478,0.0122073365821186,0.049858051167182,0.00128845874329064,0.0885346889331283
-0.4,-0.1,"[0.1, 0.2)",4050,-0.0521687115255656,-0.0777037696240956,-0.0259052894305976,-0.0977915694585937,-0.00298541212004779
-0.4,-0.1,"[0.3, 0.4)",162,0.119350518600977,0.108440517990276,0.140111330071862,0.100519627155284,0.186097939818974
-0.4,-0.1,"[0.0, 0.1)",1863,-0.120496230063845,-0.13464107714683,-0.10954251718987,-0.171736986822656,-0.101219745926466
-0.4,-0.15,"[0.3, 0.4)",1191,0.053108444295066,0.0380127916338062,0.0765669968390414,0.0281438531743217,0.118765262216272
-0.4,-0.15,"[0.2, 0.3)",4008,-0.0256565637413329,-0.0502042059129085,-0.00170071058905882,-0.0710524571499497,0.0237813786751187
-0.4,-0.15,"[0.4, 0.5)",106,0.163370884456223,0.136487293959281,0.191167100436499,0.128472736731983,0.222206627291065
-0.4,-0.15,"[0.1, 0.2)",2654,-0.103543559612945,-0.120809087780535,-0.0880173144767881,-0.153342965211486,-0.0741923685800221
-0.4,-0.2,"[0.3, 0.4)",3091,0.0024287234523665,-0.0162559362650266,0.0263481071662683,-0.0316165232698508,0.0604076559174301
-0.4,-0.2,"[0.2, 0.3)",4020,-0.0769811696991476,-0.100787457336008,-0.0543701563975259,-0.128434557291541,-0.0353466004404595
-0.4,-0.2,"[0.4, 0.5)",498,0.0938926398897222,0.0778924270749122,0.1170849811058,0.06758948556872,0.156891791772107
-0.4,-0.3,"[0.5, 0.6)",466,0.0985406997898556,0.0836025246554249,0.120278636414624,0.0728767455259622,0.163980338291451
-0.4,-0.3,"[0.3, 0.4)",4004,-0.0686014549788142,-0.0920846473897957,-0.0477326533019917,-0.122795202428846,-0.0305919843422308
-0.4,-0.3,"[0.4, 0.5)",3179,0.00767258363211915,-0.0123932929976019,0.030559171498248,-0.0268791666649575,0.0645142922228122
-0.4,-0.3,"[0.2, 0.3)",291,-0.140679672940141,-0.153015309715862,-0.133694128244474,-0.181918903020468,-0.12898411432355
-0.4,-0.3,"[0.6, 0.7)",55,0.202337325990359,0.189919626413279,0.227225592846063,0.174944836891996,0.264189587689355
-0.4,-0.4,"[0.5, 0.6)",2249,0.0303485805861852,0.0136155363051325,0.0524819399257768,0.0013006834505801,0.0931001112967783
-0.4,-0.4,"[0.4, 0.5)",4687,-0.0457620410097762,-0.0685845005956201,-0.0244352153501548,-0.0955241173496222,-0.00283227066908138
-0.4,-0.4,"[0.6, 0.7)",241,0.118901725932314,0.107730517767235,0.146452745937257,0.100565652520198,0.188118132334595
-0.4,-0.4,"[0.3, 0.4)",802,-0.116406334879476,-0.130871432467307,-0.107257985072722,-0.166784493784114,-0.100663789759531
-0.4,-0.4,"[0.7, 0.8)",17,0.228119955119314,0.209205021666384,0.253842687538764,0.202602244852205,0.291605863138264
-0.01,-0.15,"[0.3, 0.4)",500,-0.57643224439932,-0.602597197332685,-0.556758805148248,-0.632792233395336,-0.539756819914725
-0.01,-0.15,"[0.2, 0.3)",138,-0.663744108152048,-0.686177007633494,-0.650979544634318,-0.720844683661846,-0.639052756169347
-0.01,-0.2,"[0.3, 0.4)",114,-0.584613329611296,-0.60813920870054,-0.56560297283268,-0.645413155408428,-0.553371445194661
-0.01,-0.3,"[0.4, 0.5)",82,-0.491580835671725,-0.513098785858287,-0.484384481417432,-0.546109364697739,-0.468932331443457
-0.01,-0.4,"[0.5, 0.6)",128,-0.401793341487174,-0.419979041041395,-0.390484802433027,-0.454615830325951,-0.376375138520331
-0.01,-0.4,"[0.4, 0.5)",5,-0.489264770344714,-0.490052240367705,-0.486933203120629,-0.494128615812295,-0.479330033881885
-0.05,-0.15,"[0.2, 0.3)",273,-0.48093420344053,-0.503312725475016,-0.461905521118595,-0.540086167557158,-0.451189291859532
-0.05,-0.2,"[0.3, 0.4)",267,-0.427396144958614,-0.450940525173929,-0.410730620634758,-0.491490485711462,-0.400855070113534
-0.05,-0.3,"[0.3, 0.4)",14,-0.47670517048322,-0.488806698487521,-0.461835390903679,-0.530492897336028,-0.458274552878253
-0.05,-0.4,"[0.5, 0.6)",241,-0.31999473722541,-0.342314058621885,-0.302124168626008,-0.380214392208085,-0.290341607280257
-0.1,-0.2,"[0.2, 0.3)",76,-0.38266820571747,-0.39971978778077,-0.374318614257928,-0.44096581869199,-0.367826218006865
-0.1,-0.3,"[0.3, 0.4)",36,-0.368958382870728,-0.381572022899131,-0.358710650458012,-0.422114637124042,-0.350655741538552
-0.1,-0.4,"[0.4, 0.5)",64,-0.321618837411113,-0.339957725351319,-0.306945141149603,-0.381602738141892,-0.300674386567811
-0.15,-0.2,"[0.2, 0.3)",219,-0.29222258266956,-0.312448737313639,-0.281567026485165,-0.350078548312311,-0.27220000424874
-0.15,-0.3,"[0.3, 0.4)",96,-0.282889123006904,-0.300443962939963,-0.273833069084684,-0.343310059718332,-0.267080366214834
-0.15,-0.4,"[0.4, 0.5)",185,-0.250395038578246,-0.268187884453614,-0.238428961857813,-0.309632917300008,-0.228042990243539
-0.2,-0.05,"[0.8, 0.9)",17,0.661016961567832,0.623152484169583,0.690937968486988,0.610285436004397,0.696364306627411
-0.2,-0.05,"[0.7, 0.8)",25,0.537233993946876,0.521268214188195,0.565139451323868,0.502011114665324,0.594308237921935
-0.2,-0.1,"[0.9, 1.0)",34,0.596811227459997,0.57965799403588,0.614506681883473,0.570089282962997,0.653419905977574
-0.2,-0.15,"[0.9, 1.0)",48,0.502958301888087,0.482617502048123,0.527054376250725,0.473877552938253,0.563368210884718
-0.2,-0.15,"[0.1, 0.2)",314,-0.246714572226191,-0.258573903320448,-0.236851077744565,-0.294920458252871,-0.229744268858102
-0.2,-0.2,"[0.2, 0.3)",556,-0.224027029101419,-0.241621621452681,-0.210461710064956,-0.28072977959752,-0.200897193032142
-0.2,-0.3,"[0.3, 0.4)",285,-0.220895384830626,-0.235939489945137,-0.208418783732081,-0.277669132810261,-0.200672645720529
-0.3,-0.05,"[0.4, 0.5)",28,0.288399962848468,0.263055559243206,0.319445722291896,0.260544536747537,0.354673028858835
-0.3,-0.05,"[0.5, 0.6)",9,0.39020182318392,0.376281478964304,0.409817925578246,0.36644550870143,0.441434482611825
-0.3,-0.05,"[0.7, 0.8)",2,0.58294759841652,0.579632971645208,0.586262225187831,0.576649807551028,0.589245389282011
-0.3,-0.1,"[0.6, 0.7)",14,0.410440096021413,0.375932739135637,0.426296641688929,0.354359771462263,0.437559041044037
-0.3,-0.1,"[0.8, 0.9)",2,0.606390370871241,0.605881981213277,0.606898760529204,0.60542443052111,0.607356311221372
-0.3,-0.1,"[0.0, 0.1)",1001,-0.169519569822372,-0.184792117377411,-0.159034068766037,-0.221866164719755,-0.150832669643884
-0.3,-0.1,"[0.7, 0.8)",6,0.483496637401088,0.471700280167766,0.492269471620706,0.46371164988291,0.514880674696536
-0.3,-0.1,"[0.9, 1.0)",5,0.704092198422303,0.672496335580193,0.705850548386951,0.663736262032721,0.729808696985771
-0.3,-0.15,"[0.7, 0.8)",15,0.384894445770942,0.376394502014321,0.400302836696623,0.369778600917789,0.449788689659098
-0.3,-0.15,"[0.8, 0.9)",7,0.52189617288066,0.51450515759757,0.54989143653156,0.482822173491566,0.553667004929858
-0.3,-0.15,"[0.9, 1.0)",2,0.619818051473883,0.597219327924546,0.64241677502322,0.576880476730142,0.662755626217624
-0.3,-0.2,"[0.7, 0.8)",34,0.345363094437636,0.312283344788438,0.364462264259293,0.301218660263224,0.391245573726794
-0.3,-0.2,"[0.8, 0.9)",13,0.445730577088987,0.417812099758559,0.466955317465149,0.406679182947389,0.494882060842067
-0.3,-0.2,"[0.9, 1.0)",7,0.564600806893617,0.548980967781256,0.574549648370226,0.521848102284347,0.582398412600392
-0.3,-0.3,"[0.8, 0.9)",13,0.319569101905074,0.310673351096156,0.343137884763668,0.304513749075048,0.388774683954565
-0.3,-0.3,"[0.9, 1.0)",7,0.417390187346781,0.411074783709443,0.437278887046144,0.402325949684453,0.478248115196848
-0.3,-0.3,"[0.2, 0.3)",40,-0.213615911772797,-0.218309371233844,-0.206119001100079,-0.256543215116837,-0.201404697735313
-0.3,-0.4,"[0.9, 1.0)",17,0.370115600371168,0.35082515319524,0.407715105832961,0.333780578194329,0.423423797673117
-0.3,-0.4,"[0.3, 0.4)",122,-0.186959953463542,-0.196127680389508,-0.178316505072189,-0.224318985031858,-0.173423509446513
-0.4,-0.05,"[0.3, 0.4)",11,0.201750614596118,0.197217444860457,0.222974796956019,0.191340907968663,0.254810375232238
-0.4,-0.05,"[0.4, 0.5)",2,0.314478968337026,0.3093386950332,0.319619241640851,0.304712449059757,0.324245487614294
-0.4,-0.1,"[0.4, 0.5)",20,0.233518076998916,0.217135781138314,0.261797952872911,0.202813821004463,0.287899491114078
-0.4,-0.1,"[0.5, 0.6)",4,0.358019746751795,0.33448363049337,0.377031094998669,0.307750041783965,0.391547810076885
-0.4,-0.15,"[0.5, 0.6)",10,0.268392919301304,0.239491383433575,0.296716524916234,0.230053207521934,0.321297796863828
-0.4,-0.15,"[0.6, 0.7)",1,0.327442937257504,0.327442937257504,0.327442937257504,0.327442937257504,0.327442937257504
-0.4,-0.15,"[0.7, 0.8)",1,0.442330382156905,0.442330382156905,0.442330382156905,0.442330382156905,0.442330382156905
-0.4,-0.2,"[0.5, 0.6)",56,0.200928257820965,0.182191279154977,0.215361813044578,0.168984539891072,0.249490336751198
-0.4,-0.2,"[0.6, 0.7)",11,0.304753695023367,0.286748375649696,0.320018677041384,0.274242261040876,0.359497529691855
-0.4,-0.2,"[0.1, 0.2)",321,-0.145754590666574,-0.155961158957665,-0.13895498408882,-0.17889220535336,-0.133830942942941
-0.4,-0.3,"[0.7, 0.8)",5,0.310081529254645,0.303657165558348,0.343107413561812,0.283287052210036,0.34890593925134
-0.4,-0.4,"[0.9, 1.0)",1,0.438052457104668,0.438052457104668,0.438052457104668,0.438052457104668,0.438052457104668
-0.3,-0.05,"[0.8, 0.9)",1,0.702841724625863,0.702841724625863,0.702841724625863,0.702841724625863,0.702841724625863
-0.3,-0.05,"[0.6, 0.7)",1,0.478484921280056,0.478484921280056,0.478484921280056,0.478484921280056,0.478484921280056
-0.4,-0.2,"[0.7, 0.8)",2,0.436172142372305,0.430480708215409,0.441863576529201,0.425358417474203,0.446985867270407
-0.4,-0.2,"[0.8, 0.9)",1,0.544118637902621,0.544118637902621,0.544118637902621,0.544118637902621,0.544118637902621
-0.4,-0.4,"[0.8, 0.9)",3,0.31936454711107,0.311473189709579,0.320711417516386,0.304370968048237,0.32192360088117
-0.01,-0.1,"[0.0, 0.1)",26,-0.833298952046534,-0.850008348957773,-0.816687882889855,-0.887318112210037,-0.811015538962403
-0.05,-0.1,"[0.0, 0.1)",76,-0.588654916994215,-0.603065607343316,-0.57515012760711,-0.639137110491405,-0.568353344337206
-0.05,-0.15,"[0.1, 0.2)",14,-0.560662479321301,-0.57648844919872,-0.554815865981863,-0.589622987401388,-0.552732335278276
-0.05,-0.4,"[0.4, 0.5)",20,-0.404158892998414,-0.429663385237583,-0.392937234899004,-0.453455159148631,-0.389393333858916
-0.1,-0.1,"[0.0, 0.1)",154,-0.420637992752053,-0.437850607857927,-0.409783818821131,-0.473068342402136,-0.401605528850376
-0.1,-0.15,"[0.1, 0.2)",48,-0.414428268919384,-0.434456994441481,-0.405414924132797,-0.457655308655728,-0.400780187553289
-0.15,-0.1,"[0.0, 0.1)",287,-0.319442788282311,-0.336831652906645,-0.307163474107823,-0.377252521448218,-0.30093956566368
-0.15,-0.15,"[0.1, 0.2)",143,-0.314854534985077,-0.325029400428728,-0.307048145246361,-0.3696978520711,-0.300564621466666
-0.2,-0.1,"[0.0, 0.1)",471,-0.252199867601046,-0.265206317390567,-0.242229872118391,-0.312552704655288,-0.234174238021766
-0.3,-0.2,"[0.1, 0.2)",53,-0.208944437233705,-0.21595422269224,-0.205112771639005,-0.244400251288486,-0.200543587362606
-0.4,-0.15,"[0.0, 0.1)",29,-0.178834271267617,-0.183198457319372,-0.177221521833327,-0.191587937434181,-0.173394863987631
-0.01,-0.15,"[0.1, 0.2)",4,-0.747147858228425,-0.752043529502137,-0.744688720847673,-0.763357085063289,-0.739953806797512
-0.01,-0.2,"[0.2, 0.3)",5,-0.661269014282021,-0.694062801908244,-0.657920022852351,-0.699682051168372,-0.653765409196398
-0.01,-0.3,"[0.3, 0.4)",5,-0.576920703849793,-0.580480878530817,-0.575316261166591,-0.623862381854615,-0.571045373992585
-0.05,-0.2,"[0.2, 0.3)",20,-0.514985438479932,-0.528536927592449,-0.503106056042948,-0.564283062034838,-0.500321592531177
-0.1,-0.3,"[0.2, 0.3)",1,-0.453888699180732,-0.453888699180732,-0.453888699180732,-0.453888699180732,-0.453888699180732
-0.15,-0.2,"[0.1, 0.2)",4,-0.379135450213892,-0.386125756980456,-0.375203493620691,-0.396923193039013,-0.372663603030215
-0.15,-0.3,"[0.2, 0.3)",1,-0.391443748674869,-0.391443748674869,-0.391443748674869,-0.391443748674869,-0.391443748674869
-0.15,-0.4,"[0.3, 0.4)",2,-0.339991864186846,-0.34618514209108,-0.333798586282611,-0.351759092204891,-0.3282246361688
-0.2,-0.2,"[0.1, 0.2)",9,-0.306725548188947,-0.320167184969414,-0.305484201952412,-0.33542381843318,-0.302271815608375
-0.2,-0.3,"[0.2, 0.3)",1,-0.303849483428616,-0.303849483428616,-0.303849483428616,-0.303849483428616,-0.303849483428616
-0.2,-0.4,"[0.3, 0.4)",10,-0.27917136120526,-0.282729811369514,-0.271471725951192,-0.297895181188499,-0.266908912983271
-0.3,-0.05,"[0.9, 1.0)",1,0.835692757049947,0.835692757049947,0.835692757049947,0.835692757049947,0.835692757049947
-0.3,-0.15,"[0.0, 0.1)",2,-0.236431700339539,-0.23682554159108,-0.236037859087998,-0.237179998717467,-0.235683401961612
-0.1,-0.2,"[0.1, 0.2)",1,-0.480759599271444,-0.480759599271444,-0.480759599271444,-0.480759599271444,-0.480759599271444
