psi_f,mu_f,bf_hat_bin,n,med,q1,q3,loa_lo,loa_hi
-0.15,-0.15,"[0.6, 0.7)",650,0.142618511612432,0.118518620879084,0.169480514432484,0.102151651439821,0.197699416742848
-0.15,-0.15,"[0.9, 1.0)",152,0.445186588744638,0.418903608172501,0.47392703472434,0.402630528240331,0.498866451191943
-0.15,-0.15,"[0.2, 0.3)",1262,-0.238995222613536,-0.263110477487416,-0.218473212437314,-0.29488836503391,-0.201551287020507
-0.15,-0.15,"[0.7, 0.8)",340,0.242672932407456,0.217503197668229,0.269556331884358,0.201539010281366,0.297350906287978
-0.15,-0.15,"[0.8, 0.9)",200,0.344081784599287,0.322141522853034,0.37158632094255,0.303773069034365,0.396772063662757
-0.15,-0.2,"[0.5, 0.6)",1945,-0.0252586597918419,-0.0505282656694545,0.00113181619064384,-0.0692770261754696,0.025564887128013
-0.15,-0.2,"[0.4, 0.5)",2274,-0.11987858501129,-0.145495985635027,-0.0952314280472428,-0.169111486663444,-0.0739295716348628
-0.15,-0.2,"[0.7, 0.8)",534,0.170302234000443,0.148989739071456,0.198688511210539,0.131007010038961,0.2248185489364
-0.15,-0.2,"[0.6, 0.7)",1050,0.0710496953794669,0.0496088586289874,0.0969414387358534,0.0309225714075986,0.125341020526908
-0.15,-0.2,"[0.8, 0.9)",272,0.270905123704805,0.248570126110503,0.295538957340401,0.231237677311766,0.32511414587121
-0.15,-0.2,"[0.9, 1.0)",195,0.374533403083154,0.352632235044606,0.397652779243712,0.330227864882996,0.424966580389549
-0.15,-0.2,"[0.3, 0.4)",1507,-0.209364425233493,-0.233560496869315,-0.189105870441168,-0.266149981429559,-0.172874680224859
-0.15,-0.3,"[0.7, 0.8)",1209,0.0738628320866421,0.052347235846016,0.099439451867023,0.0352412939811842,0.128756744567464
-0.15,-0.3,"[0.5, 0.6)",2519,-0.11331933800136,-0.13802864195084,-0.0894931604188317,-0.162749140077529,-0.0686058383253563
-0.15,-0.3,"[0.4, 0.5)",1159,-0.198720029914784,-0.219329124449041,-0.180584852493563,-0.257896975380763,-0.167956490006695
-0.15,-0.3,"[0.8, 0.9)",528,0.17627595213154,0.15239817272274,0.202819496653647,0.135366638629385,0.230055551770175
-0.15,-0.3,"[0.9, 1.0)",311,0.277659971187206,0.25380914663344,0.30148038274827,0.235505172100081,0.329400567951141
-0.15,-0.3,"[0.6, 0.7)",2177,-0.0218102876424323,-0.0439889267814468,0.00217538315375421,-0.0646179076077937,0.0293457237538576
-0.15,-0.4,"[0.6, 0.7)",2801,-0.0743424152470482,-0.0998834142406116,-0.0508949405597522,-0.124361711949686,-0.0293074921652791
-0.15,-0.4,"[0.7, 0.8)",2195,0.0148734231097567,-0.00706633284722019,0.0403736765606755,-0.0253787346168774,0.0687410798814305
-0.15,-0.4,"[0.8, 0.9)",954,0.111523545559746,0.0902905710883137,0.140140199531229,0.0741464673028367,0.169420775809256
-0.15,-0.4,"[0.9, 1.0)",454,0.216374295283585,0.192993350134964,0.240903289275912,0.174549461720688,0.269507637207987
-0.15,-0.4,"[0.5, 0.6)",1409,-0.161280717839563,-0.185052150385441,-0.141803161687431,-0.222015475565318,-0.128506465750848
-0.2,-0.05,"[0.1, 0.2)",2204,-0.0497968090369445,-0.074639836401285,-0.0253941481675879,-0.0977362182376972,-0.00281713463888973
-0.2,-0.05,"[0.0, 0.1)",3737,-0.163193659303918,-0.183262912291121,-0.137191126204289,-0.19841019131998,-0.104903485316569
-0.2,-0.05,"[0.3, 0.4)",466,0.135521281825748,0.116334323430819,0.161958415668323,0.101521867750138,0.195552371535809
-0.2,-0.05,"[0.2, 0.3)",1265,0.0372631788130506,0.018135085522838,0.0631676111852523,0.00169157344492872,0.0946683954719212
-0.2,-0.05,"[0.5, 0.6)",75,0.350276331302582,0.318783494232621,0.375073133525347,0.301171783073253,0.397269766569499
-0.2,-0.05,"[0.4, 0.5)",158,0.246175139872936,0.219566678823696,0.27174165842977,0.203108681812562,0.296932626991448
-0.2,-0.05,"[0.6, 0.7)",40,0.443717273169599,0.431090525039228,0.461668904559205,0.406425885281356,0.494142486263988
-0.2,-0.05,"[0.9, 1.0)",13,0.742829222002084,0.724893445953291,0.765163399525721,0.708241319699016,0.787264755379125
-0.2,-0.1,"[0.5, 0.6)",258,0.204026567346451,0.182155937944789,0.233712229004487,0.168048680916666,0.261862598970957
-0.2,-0.1,"[0.2, 0.3)",2284,-0.08469874985613,-0.10953228657185,-0.0605630664076265,-0.131020737947541,-0.0365519637446003
-0.2,-0.1,"[0.3, 0.4)",1746,0.00770409220964985,-0.013386163084835,0.0328346323589703,-0.0314957215966021,0.0637508522244118
-0.2,-0.1,"[0.4, 0.5)",682,0.106289512031331,0.0857468524835873,0.131388018706886,0.0680988625839699,0.162114520236796
-0.2,-0.1,"[0.1, 0.2)",2314,-0.175482897468102,-0.200715423103666,-0.153348555777391,-0.229921872200735,-0.135397407591385
-0.2,-0.1,"[0.6, 0.7)",116,0.305466904934531,0.284909946653255,0.341665746247365,0.269166946679802,0.360099541539894
-0.2,-0.1,"[0.8, 0.9)",37,0.504881049076005,0.484591404414843,0.524773303425778,0.472719910323578,0.561081788380102
-0.2,-0.1,"[0.7, 0.8)",58,0.412527563207498,0.388815421076389,0.44212874499974,0.370870661617257,0.463333204562522
-0.2,-0.15,"[0.5, 0.6)",738,0.108397324149674,0.0895052289965695,0.136377605855804,0.0732601468823644,0.16700277716717
-0.2,-0.15,"[0.6, 0.7)",288,0.210738914009066,0.187198149789199,0.232546393982754,0.172585597934378,0.26582583603339
-0.2,-0.15,"[0.3, 0.4)",2566,-0.0791318049750471,-0.104785412670866,-0.0546538136070861,-0.12553823295119,-0.0315095955920209
-0.2,-0.15,"[0.4, 0.5)",1764,0.0162554612762763,-0.00702826457762197,0.0426612422047708,-0.0268614412063779,0.0683405811408648
-0.2,-0.15,"[0.2, 0.3)",2096,-0.169281948258048,-0.1949333390332,-0.148136193083243,-0.223155834742198,-0.130317197914421
-0.2,-0.15,"[0.7, 0.8)",120,0.309800117592911,0.290758157191675,0.333315925689928,0.275733336203061,0.368191334218114
-0.2,-0.15,"[0.8, 0.9)",66,0.418018631458947,0.386724338237659,0.444875521325938,0.373594880637203,0.462824120776745
-0.2,-0.2,"[0.4, 0.5)",2564,-0.0525696353781935,-0.0762006179710419,-0.0273549737996496,-0.0976470859653121,-0.00306702466088408
-0.2,-0.2,"[0.6, 0.7)",552,0.137898509101206,0.117961963807907,0.161850043181915,0.101256520024207,0.195320941693265
-0.2,-0.2,"[0.3, 0.4)",2421,-0.144411477381706,-0.167713966259841,-0.122348093991834,-0.196355837229372,-0.101924186603313
-0.2,-0.2,"[0.5, 0.6)",1490,0.0389693038124624,0.0173879247105222,0.0648235784222216,0.00194508654349183,0.0953477092298224
-0.2,-0.2,"[0.8, 0.9)",122,0.341978485492714,0.324455448325738,0.364018952671027,0.302793237067104,0.38748191723626
