"score","x_bd","y_bd","x_ed","y_ed"
"Calibrated P alone",0.312629385964912,0.749156746031746,0.394498717948718,0.734205555555556
"Calibrated P alone",0.309138157894737,0.745944444444444,0.397742307692308,0.737988888888889
"Calibrated P alone",0.305622807017544,0.742753968253968,0.400971794871795,0.741833333333333
"Calibrated P alone",0.302035087719298,0.739630952380952,0.404219230769231,0.745594444444444
"Calibrated P alone",0.298513157894737,0.736446428571429,0.407494871794872,0.749238888888889
"Calibrated P alone",0.295026315789474,0.733230158730159,0.41073717948718,0.753027777777778
"Calibrated P alone",0.291627192982456,0.729936507936508,0.414025641025641,0.756611111111111
"Calibrated P alone",0.288168859649123,0.726694444444444,0.41728717948718,0.760316666666667
"Calibrated P alone",0.284739035087719,0.723426587301587,0.42056282051282,0.763961111111111
"Calibrated P alone",0.281326754385965,0.720142857142857,0.423875641025641,0.767444444444444
"Calibrated P alone",0.278008771929825,0.716775793650794,0.427228205128205,0.77075
"Calibrated P alone",0.274725877192982,0.713375,0.430564102564103,0.774133333333333
"Calibrated P alone",0.271313596491228,0.71009126984127,0.433852564102564,0.777722222222222
"Calibrated P alone",0.26790350877193,0.70680753968254,0.437144871794872,0.781288888888889
"Calibrated P alone",0.264616228070175,0.703410714285714,0.440447435897436,0.784816666666667
"Calibrated P alone",0.261304824561404,0.700035714285714,0.44378717948718,0.788183333333333
"Calibrated P alone",0.258092105263158,0.696573412698413,0.447174358974359,0.791338888888889
"Calibrated P alone",0.254855263157895,0.693130952380952,0.450560256410256,0.794505555555556
"Calibrated P alone",0.251743421052632,0.689575396825397,0.453958974358974,0.797616666666667
"Calibrated P alone",0.248594298245614,0.686053571428571,0.457328205128205,0.800855555555556
"Calibrated P alone",0.245451754385965,0.682527777777778,0.460671794871795,0.8042
"Calibrated P alone",0.24219298245614,0.679105158730159,0.464016666666667,0.807544444444444
"Calibrated P alone",0.239085526315789,0.675545634920635,0.467438461538462,0.810555555555556
"Calibrated P alone",0.235892543859649,0.672065476190476,0.470802564102564,0.813811111111111
"Calibrated P alone",0.232815789473684,0.668478174603175,0.474188461538462,0.816977777777778
"Calibrated P alone",0.229826754385965,0.664811507936508,0.477644871794872,0.819838888888889
"Calibrated P alone",0.226809210526316,0.661172619047619,0.481035897435897,0.822977777777778
"Calibrated P alone",0.223890350877193,0.65744246031746,0.484444871794872,0.826044444444444
"Calibrated P alone",0.220947368421053,0.653734126984127,0.487891025641026,0.82895
"Calibrated P alone",0.217964912280702,0.650061507936508,0.491338461538462,0.83185
"Calibrated P alone",0.215,0.646375,0.49478717948718,0.834738888888889
"Calibrated P alone",0.212081140350877,0.642644841269841,0.49824358974359,0.8376
"Calibrated P alone",0.209269736842105,0.63881746031746,0.50170641025641,0.840433333333333
"Calibrated P alone",0.206464912280702,0.634986111111111,0.505192307692308,0.843161111111111
