"subgroup","n","layer1_pass_pct","declare_usable_pct","bd_among_declared_pct","bd_among_layer1_pct","median_half_width"
"K = 12 negative controls",320000,62.4003125,21.9396875,3.53810873559617,36.3945493061433,0.193468542388
"K = 25 negative controls",320000,61.8403125,21.5265625,2.82935326994266,35.9075037015701,0.120913752262865
"K = 50 negative controls",320000,61.3728125,20.8996875,2.31014219710223,35.7920088801536,0.0812637798581254
"bias exchangeability held",480000,60.4939583333333,15.934375,0.912597241289142,35.4660072803414,0.123253370047532
"30% exchangeability violation",480000,63.2483333333333,26.97625,4.07766090542607,36.575403831458,0.136695763623357
"sigma_ps = 0.06",480000,69.946875,22.551875,2.07484595700653,38.4232080894727,0.132109800984693
"sigma_ps = 0.10",480000,53.7954166666667,20.35875,3.81899674587094,32.9252801896072,0.1276955735417
