"rep_id","mu_b","sigma_b","obs_log_rr","bsr_est","bf_est","pt_class"
172,-0.15325450645569,0.0724841918868882,-0.433578397100813,0.54670512064811,0.353464350346902,"competitive"
173,-0.171781276239672,0.0533196993253203,-0.460564506823303,0.59484505347662,0.372979840380049,"competitive"
174,-0.158109531902112,0.0490526142443258,-0.570711752424252,0.38320087492992,0.27703920802489,"effect-dominated"
175,-0.131433429184529,0.0382157831650419,-0.659665304130062,0.248817679164253,0.199242598271646,"effect-dominated"
176,-0.165433232058039,0.00905505959000952,-0.466155365258141,0.550119907362984,0.354888615229019,"competitive"
177,-0.137622285960295,0.0444357602571484,-0.431628761796898,0.468092702953862,0.318844104334856,"effect-dominated"
178,-0.151058421779967,0.0713990524742806,-0.565728861193447,0.364285484139232,0.267015583156388,"effect-dominated"
179,-0.139913916326437,5.11502073520587e-05,-0.570956402571448,0.324594258782434,0.245051838802926,"effect-dominated"
180,-0.159672148555106,0.0615996107248225,-0.500514759907005,0.46846298918375,0.319015863957284,"effect-dominated"
181,-0.169930862839315,0.000145367843591587,-0.57017875910101,0.424564037503918,0.298030854581888,"effect-dominated"
182,-0.134922654866076,0.000337641872227547,-0.477752684773269,0.393555532176107,0.282411086669471,"effect-dominated"
183,-0.126818653551011,0.0696881292109651,-0.461861469205233,0.378514767742083,0.274581583454536,"effect-dominated"
184,-0.141395340355143,0.0219378795256945,-0.536941375654451,0.357468733691514,0.263334782466341,"effect-dominated"
185,-0.153605096034146,0.0735647578723189,-0.519321241301194,0.420011798828249,0.295780499271084,"effect-dominated"
186,-0.161833414598742,0.0532653995577435,-0.535350262950629,0.433269383463742,0.302294452433409,"effect-dominated"
187,-0.136705909445247,0.0517135013155646,-0.617676784198815,0.284229080430888,0.221322725642938,"effect-dominated"
188,-0.185114777331148,0.000179218379813483,-0.555895151623342,0.499257215769648,0.333003043452656,"effect-dominated"
189,-0.159985690223539,0.0712592044719664,-0.541963696290152,0.41883482211706,0.295196322777102,"effect-dominated"
190,-0.134314039887043,0.0388734847652681,-0.528636685616624,0.340619645718124,0.254076274956918,"effect-dominated"
191,-0.171939054340924,0.0950634762834973,-0.53128514275866,0.478477601072554,0.323628576263479,"effect-dominated"
192,-0.205672510518657,4.75712637340842e-05,-0.589754070306839,0.535491760219064,0.34874284193011,"competitive"
193,-0.162836942510052,0.0487866483334883,-0.544002782433545,0.427207596941887,0.29933108389927,"effect-dominated"
194,-0.115271368438628,0.0200472562806416,-0.468811909905876,0.326048514719793,0.245879778228695,"effect-dominated"
195,-0.136512496876497,0.0648738705061592,-0.45546577136992,0.428001553184594,0.299720649624018,"effect-dominated"
196,-0.164439731885666,0.0621144150382899,-0.58716665563656,0.388997536344688,0.280056318435511,"effect-dominated"
197,-0.138869087789574,0.0546318051160075,-0.49681835838352,0.387957454303926,0.279516820274934,"effect-dominated"
198,-0.181697374769951,0.0620043118895915,-0.67018176450155,0.37196147633251,0.271116560303739,"effect-dominated"
199,-0.179292177736656,0.0803908239880568,-0.540519202982911,0.49634209293845,0.331703622641368,"effect-dominated"
200,-0.126025357022578,0.0612998635514416,-0.555727264732388,0.29328554228269,0.226775551642703,"effect-dominated"
